onset	duration	nwb_table	label
5.0	816.0	states	Awake
822.0	36.0	states	Non-REM
859.0	23.0	states	Awake
883.0	25.0	states	Non-REM
909.0	42.0	states	Awake
952.0	21.0	states	Non-REM
974.0	800.0	states	Awake
1775.0	81.0	states	Non-REM
1857.0	31.0	states	Awake
1889.0	88.0	states	Non-REM
1978.0	489.0	states	Awake
2468.0	128.0	states	Non-REM
2597.0	29.0	states	Awake
2627.0	34.0	states	Non-REM
2662.0	10.0	states	Awake
2673.0	34.0	states	Non-REM
2708.0	259.0	states	Awake
2968.0	37.0	states	Non-REM
3006.0	201.0	states	Awake
3208.0	9.0	states	Non-REM
3218.0	10.0	states	Awake
3229.0	10.0	states	Non-REM
3240.0	928.0	states	Awake
4169.0	28.0	states	Non-REM
4198.0	77.0	states	Awake
4276.0	397.0	states	Non-REM
4674.0	10.0	states	REM
4685.0	10.0	states	Awake
4696.0	120.0	states	Non-REM
4817.0	16.0	states	Awake
4834.0	165.0	states	Non-REM
5000.0	107.0	states	REM
5108.0	16.0	states	Awake
5125.0	56.0	states	Non-REM
5182.0	190.0	states	Awake
5373.0	11.0	states	Non-REM
5385.0	97.0	states	Awake
5483.0	14.0	states	Non-REM
5498.0	31.0	states	Awake
5530.0	26.0	states	Non-REM
5557.0	8.0	states	Awake
5566.0	19.0	states	Non-REM
5586.0	23.0	states	Awake
5610.0	463.0	states	Non-REM
6074.0	169.0	states	REM
6244.0	31.0	states	Awake
6276.0	69.0	states	Non-REM
6346.0	8.0	states	Awake
6355.0	293.0	states	Non-REM
6649.0	7.0	states	Awake
6657.0	128.0	states	Non-REM
6786.0	156.0	states	REM
6943.0	27.0	states	Awake
6971.0	554.0	states	Non-REM
7526.0	36.0	states	REM
7563.0	13.0	states	Awake
7577.0	221.0	states	Non-REM
7799.0	73.0	states	REM
7873.0	41.0	states	Awake
7915.0	287.0	states	Non-REM
8203.0	11.0	states	REM
8215.0	16.0	states	Awake
8232.0	346.0	states	Non-REM
8579.0	63.0	states	REM
8643.0	8.0	states	Awake
8652.0	40.0	states	REM
8693.0	43.0	states	Awake
8737.0	480.0	states	Non-REM
9218.0	16.0	states	REM
9235.0	9.0	states	Awake
9245.0	33.0	states	Non-REM
9279.0	14.0	states	Awake
9294.0	214.0	states	REM
9509.0	418.0	states	Non-REM
9928.0	29.0	states	REM
9958.0	25.0	states	Awake
9984.0	26.0	states	Non-REM
10011.0	3945.0	states	Awake
13957.0	53.0	states	Non-REM
14011.0	307.0	states	Awake
14319.0	521.0	states	Non-REM
14841.0	12.0	states	Awake
14854.0	101.0	states	REM
14956.0	12.0	states	Awake
14969.0	58.0	states	REM
15028.0	9.0	states	Awake
15038.0	545.0	states	Non-REM
15584.0	79.0	states	REM
15664.0	18.0	states	Awake
15683.0	169.0	states	Non-REM
15853.0	30.0	states	REM
15884.0	16.0	states	Awake
15901.0	49.0	states	Non-REM
15951.0	24.0	states	Awake
15976.0	756.0	states	Non-REM
16733.0	18.0	states	Awake
16752.0	83.0	states	Non-REM
16836.0	19.0	states	REM
16856.0	23.0	states	Awake
16880.0	467.0	states	Non-REM
17348.0	11.0	states	Awake
17360.0	100.0	states	Non-REM
17461.0	102.0	states	REM
17564.0	7.0	states	Awake
17572.0	9.0	states	REM
17582.0	59.0	states	Non-REM
17642.0	43.0	states	REM
17686.0	577.0	states	Non-REM
18264.0	14.0	states	REM
18279.0	18.0	states	Awake
18298.0	230.0	states	Non-REM
18529.0	57.0	states	REM
18587.0	17.0	states	Awake
18605.0	455.0	states	Non-REM
19061.0	18.0	states	REM
19080.0	25.0	states	Awake
19106.0	54.0	states	Non-REM
19161.0	8.0	states	Awake
19170.0	171.0	states	Non-REM
19342.0	13.0	states	Awake
19356.0	53.0	states	Non-REM
19410.0	11.0	states	Awake
19422.0	92.0	states	Non-REM
19515.0	75.0	states	REM
19591.0	7.0	states	Awake
19599.0	27.0	states	REM
19627.0	49.0	states	Non-REM
19677.0	38.0	states	REM
19716.0	14.0	states	Awake
19731.0	124.0	states	Non-REM
19856.0	17.0	states	Awake
19874.0	77.0	states	Non-REM
19952.0	841.0	states	Awake
20794.0	11.0	states	Non-REM
20806.0	1231.0	states	Awake
22038.0	40.0	states	Non-REM
22079.0	834.0	states	Awake
22914.0	27.0	states	Non-REM
22942.0	119.0	states	Awake
23062.0	495.0	states	Non-REM
23558.0	109.0	states	Awake
23668.0	55.0	states	Non-REM
23724.0	49.0	states	REM
23774.0	7.0	states	Awake
23782.0	105.0	states	REM
23888.0	22.0	states	Awake
23911.0	314.0	states	Non-REM
24226.0	19.0	states	Awake
24246.0	345.0	states	Non-REM
24592.0	33.0	states	Awake
24626.0	107.0	states	Non-REM
24734.0	263.0	states	Awake
24998.0	33.0	states	Non-REM
25032.0	895.0	states	Awake
