onset	duration	nwb_table	label
5.0	3706.0	states	Awake
3712.0	17.0	states	Non-REM
3730.0	39.0	states	Awake
3770.0	16.0	states	Non-REM
3787.0	32.0	states	Awake
3820.0	55.0	states	Non-REM
3876.0	28.0	states	Awake
3905.0	41.0	states	Non-REM
3947.0	352.0	states	Awake
4300.0	60.0	states	Non-REM
4361.0	34.0	states	Awake
4396.0	235.0	states	Non-REM
4632.0	24.0	states	Awake
4657.0	158.0	states	Non-REM
4816.0	19.0	states	Awake
4836.0	73.0	states	Non-REM
4910.0	36.0	states	REM
4947.0	44.0	states	Awake
4992.0	179.0	states	Non-REM
5172.0	82.0	states	REM
5255.0	26.0	states	Awake
5282.0	94.0	states	REM
5377.0	488.0	states	Awake
5866.0	359.0	states	Non-REM
6226.0	11.0	states	REM
6238.0	20.0	states	Awake
6259.0	274.0	states	Non-REM
6534.0	8.0	states	REM
6543.0	23.0	states	Awake
6567.0	199.0	states	Non-REM
6767.0	21.0	states	Awake
6789.0	128.0	states	Non-REM
6918.0	79.0	states	REM
6998.0	36.0	states	Awake
7035.0	25.0	states	Non-REM
7061.0	148.0	states	REM
7210.0	51.0	states	Awake
7262.0	521.0	states	Non-REM
7784.0	278.0	states	Awake
8063.0	29.0	states	Non-REM
8093.0	155.0	states	Awake
8249.0	785.0	states	Non-REM
9035.0	17.0	states	Awake
9053.0	158.0	states	Non-REM
9212.0	10.0	states	REM
9223.0	31.0	states	Awake
9255.0	69.0	states	Non-REM
9325.0	11.0	states	REM
9337.0	19.0	states	Awake
9357.0	37.0	states	Non-REM
9395.0	21.0	states	REM
9417.0	9.0	states	Awake
9427.0	77.0	states	REM
9505.0	8.0	states	Awake
9514.0	15.0	states	REM
9530.0	16.0	states	Awake
9547.0	159.0	states	REM
9707.0	71.0	states	Awake
9779.0	289.0	states	Non-REM
10069.0	21.0	states	REM
10091.0	31.0	states	Awake
10123.0	127.0	states	Non-REM
10251.0	37.0	states	Awake
10289.0	310.0	states	Non-REM
10600.0	16.0	states	Awake
10617.0	29.0	states	Non-REM
10647.0	64.0	states	REM
10712.0	13.0	states	Awake
10726.0	35.0	states	REM
10762.0	18.0	states	Awake
10781.0	123.0	states	REM
10905.0	11.0	states	Awake
10917.0	112.0	states	REM
11030.0	49.0	states	Awake
11080.0	42.0	states	Non-REM
11123.0	69.0	states	Awake
11193.0	63.0	states	Non-REM
11257.0	16.0	states	Awake
11274.0	52.0	states	Non-REM
11327.0	49.0	states	Awake
11377.0	237.0	states	Non-REM
11615.0	8.0	states	Awake
11624.0	15.0	states	Non-REM
11640.0	10.0	states	Awake
11651.0	201.0	states	Non-REM
11853.0	38.0	states	REM
11892.0	45.0	states	Awake
11938.0	78.0	states	REM
12017.0	59.0	states	Awake
12077.0	86.0	states	Non-REM
12164.0	94.0	states	Awake
12259.0	123.0	states	Non-REM
12383.0	8.0	states	REM
12392.0	19.0	states	Awake
12412.0	82.0	states	Non-REM
12495.0	161.0	states	REM
12657.0	1067.0	states	Awake
13725.0	104.0	states	Non-REM
13830.0	128.0	states	Awake
13959.0	154.0	states	Non-REM
14114.0	150.0	states	Awake
14265.0	133.0	states	Non-REM
14399.0	124.0	states	REM
14524.0	131.0	states	Awake
14656.0	34.0	states	Non-REM
14691.0	30.0	states	Awake
14722.0	217.0	states	Non-REM
14940.0	20.0	states	Awake
14961.0	83.0	states	Non-REM
15045.0	11.0	states	Awake
15057.0	243.0	states	Non-REM
15301.0	163.0	states	REM
15465.0	156.0	states	Awake
15622.0	453.0	states	Non-REM
16076.0	143.0	states	REM
16220.0	13.0	states	Awake
16234.0	38.0	states	REM
16273.0	37.0	states	Awake
16311.0	43.0	states	Non-REM
16355.0	34.0	states	Awake
16390.0	350.0	states	Non-REM
16741.0	80.0	states	REM
16822.0	50.0	states	Awake
16873.0	28.0	states	Non-REM
16902.0	11.0	states	Awake
16914.0	122.0	states	Non-REM
17037.0	171.0	states	REM
17209.0	35.0	states	Awake
17245.0	13.0	states	REM
17259.0	24.0	states	Awake
17284.0	483.0	states	Non-REM
17768.0	49.0	states	REM
17818.0	27.0	states	Awake
17846.0	141.0	states	REM
17988.0	7.0	states	Awake
17996.0	23.0	states	REM
