onset	duration	nwb_table	label
5.0	480.0	states	Awake
486.0	22.0	states	Non-REM
509.0	1837.0	states	Awake
2347.0	42.0	states	Non-REM
2390.0	11.0	states	Awake
2402.0	29.0	states	Non-REM
2432.0	100.0	states	Awake
2533.0	17.0	states	Non-REM
2551.0	30.0	states	Awake
2582.0	67.0	states	Non-REM
2650.0	36.0	states	Awake
2687.0	346.0	states	Non-REM
3034.0	10.0	states	REM
3045.0	33.0	states	Awake
3079.0	160.0	states	Non-REM
3240.0	35.0	states	Awake
3276.0	65.0	states	Non-REM
3342.0	53.0	states	Awake
3396.0	114.0	states	Non-REM
3511.0	35.0	states	REM
3547.0	76.0	states	Awake
3624.0	240.0	states	Non-REM
3865.0	18.0	states	Awake
3884.0	106.0	states	Non-REM
3991.0	48.0	states	REM
4040.0	47.0	states	Awake
4088.0	358.0	states	Non-REM
4447.0	41.0	states	Awake
4489.0	125.0	states	Non-REM
4615.0	165.0	states	REM
4781.0	45.0	states	Awake
4827.0	81.0	states	Non-REM
4909.0	13.0	states	Awake
4923.0	11.0	states	Non-REM
4935.0	50.0	states	Awake
4986.0	31.0	states	Non-REM
5018.0	42.0	states	Awake
5061.0	72.0	states	Non-REM
5134.0	9.0	states	Awake
5144.0	197.0	states	Non-REM
5342.0	16.0	states	Awake
5359.0	10.0	states	Non-REM
5370.0	11.0	states	Awake
5382.0	49.0	states	Non-REM
5432.0	110.0	states	REM
5543.0	125.0	states	Awake
5669.0	166.0	states	Non-REM
5836.0	51.0	states	REM
5888.0	21.0	states	Awake
5910.0	178.0	states	Non-REM
6089.0	14.0	states	Awake
6104.0	109.0	states	Non-REM
6214.0	8.0	states	REM
6223.0	36.0	states	Awake
6260.0	126.0	states	Non-REM
6387.0	37.0	states	Awake
6425.0	53.0	states	Non-REM
6479.0	154.0	states	REM
6634.0	105.0	states	Awake
6740.0	31.0	states	Non-REM
6772.0	25.0	states	Awake
6798.0	346.0	states	Non-REM
7145.0	11.0	states	Awake
7157.0	167.0	states	Non-REM
7325.0	69.0	states	REM
7395.0	29.0	states	Awake
7425.0	51.0	states	Non-REM
7477.0	29.0	states	Awake
