onset	duration	nwb_table	label
5.0	1659.0	states	Awake
1665.0	33.0	states	Non-REM
1699.0	12.0	states	Awake
1712.0	308.0	states	Non-REM
2021.0	102.0	states	REM
2124.0	42.0	states	Awake
2167.0	72.0	states	Non-REM
2240.0	33.0	states	Awake
2274.0	105.0	states	Non-REM
2380.0	48.0	states	Awake
2429.0	168.0	states	Non-REM
2598.0	188.0	states	REM
2787.0	71.0	states	Awake
2859.0	29.0	states	Non-REM
2889.0	22.0	states	Awake
2912.0	450.0	states	Non-REM
3363.0	282.0	states	Awake
3646.0	257.0	states	Non-REM
3904.0	63.0	states	Awake
3968.0	187.0	states	Non-REM
4156.0	161.0	states	REM
4318.0	699.0	states	Awake
5018.0	459.0	states	Non-REM
5478.0	47.0	states	REM
5526.0	14.0	states	Awake
5541.0	39.0	states	REM
5581.0	54.0	states	Awake
5636.0	210.0	states	Non-REM
5847.0	35.0	states	REM
5883.0	50.0	states	Awake
5934.0	42.0	states	Non-REM
5977.0	213.0	states	REM
6191.0	37.0	states	Awake
6229.0	29.0	states	Non-REM
6259.0	197.0	states	Awake
6457.0	106.0	states	Non-REM
6564.0	17.0	states	Awake
6582.0	14.0	states	Non-REM
6597.0	15.0	states	Awake
6613.0	445.0	states	Non-REM
7059.0	25.0	states	Awake
7085.0	59.0	states	Non-REM
7145.0	383.0	states	Awake
7529.0	308.0	states	Non-REM
7838.0	15.0	states	REM
7854.0	25.0	states	Awake
7880.0	34.0	states	Non-REM
7915.0	102.0	states	REM
8018.0	11.0	states	Awake
8030.0	34.0	states	REM
8065.0	23.0	states	Awake
8089.0	23.0	states	REM
8113.0	12.0	states	Awake
8126.0	9.0	states	REM
8136.0	19.0	states	Non-REM
8156.0	22.0	states	Awake
8179.0	277.0	states	Non-REM
8457.0	78.0	states	REM
8536.0	34.0	states	Awake
8571.0	364.0	states	Non-REM
8936.0	154.0	states	REM
9091.0	115.0	states	Awake
9207.0	397.0	states	Non-REM
9605.0	203.0	states	REM
9809.0	51.0	states	Awake
9861.0	64.0	states	Non-REM
9926.0	390.0	states	Awake
